0,54620,43523,37
1,52694,42750,0
2,53253,43024,0
3,54925,42624,4
4,54973,43980,37
5,52967,42955,0
6,55143,40238,0
7,53071,44896,37
8,55710,44219,37
9,54459,43964,37
10,54467,44351,37
11,53570,41898,0
12,55155,43399,4
13,54051,41019,0
14,55335,44023,37
15,54449,42872,16
16,53399,42273,0
17,54241,43580,37
18,56000,41710,4
19,53204,42630,0
20,54524,42904,16
21,55665,44100,37
22,55829,40780,4
23,54059,42096,0
24,53106,42771,0
25,54427,43777,37
26,55368,41828,4
27,53927,45077,37
28,55278,44081,37
29,55909,41497,4
30,53344,42929,0
31,55095,42443,4
32,55645,43363,37
33,55718,43777,37
34,57115,44424,37
35,54963,44875,37
36,54483,43594,37
37,54543,44843,37
38,54263,39356,0
39,53992,42499,0
40,54729,40311,0
41,55013,44589,37
42,53332,43782,37
43,52627,41645,0
44,57103,40709,4
45,54352,42520,0
46,50478,42084,54
47,54849,41733,4
48,53055,42310,0
49,55191,42127,4
50,51936,41784,0
51,54594,44345,37
52,52164,42650,0
53,56302,42288,4
54,52913,44156,37
55,53697,46311,37
56,53582,40916,0
57,52993,40890,0
58,54222,43822,37
59,52221,43490,0
60,55062,44521,37
61,52460,42366,0
62,54341,45492,37
63,52195,42091,0
64,53141,41774,0
65,53476,41355,0
66,54256,44048,37
67,56036,42102,4
68,54916,42689,4
69,53420,44299,37
70,54924,42079,4
71,56208,41204,4
72,53855,42912,0
73,55078,42668,4
74,52975,43407,0
75,52526,43275,0
76,56191,42928,4
77,56569,44022,37
78,53730,42300,0
79,56749,45529,37
80,55281,42586,4
81,56338,39718,4
82,52456,43210,0
83,55388,42905,4
84,55983,42644,4
85,54325,45723,37
86,52346,41845,0
87,52745,42741,0
88,54393,42416,0
89,53106,42336,0
90,56285,41221,4
91,54064,41409,0
92,53703,44027,37
93,54179,45588,37
94,55395,42014,4
95,53023,46128,37
96,56830,40997,4
97,57981,42287,37
98,52898,41098,0
99,54307,42992,16
100,55303,44416,37
101,52517,43287,0
102,53727,41735,0
103,55346,40987,4
104,53531,43995,37
105,54225,40013,0
106,54111,43711,37
107,55977,44177,37
108,55227,44206,37
109,52351,45876,37
110,49952,42514,54
111,55911,44667,37
112,55825,42139,4
113,53832,43983,37
114,54353,42453,0
115,50548,44199,37
